,word,count
6137,trip,4
6138,turned,1
6139,ugliest,1
6140,uh,5
6141,walk,8
6142,wanna,2
6143,want,1
6144,way,4
6145,what,1
6146,wit,2
6147,worry,1
6148,ya,2
6149,anything,1
6150,around,2
6151,baby,4
6152,back,6
6153,bar,2
6154,belong,2
6155,birthday,1
6156,born,1
6157,bout,2
6158,buy,1
6159,came,2
6160,can,1
6161,cars,1
6162,cause,1
6163,chase,1
6164,christ,1
6165,clothes,1
6166,cool,2
6167,corner,2
6168,couch,2
6169,daddy,1
6170,die,3
6171,doll,1
6172,drinks,2
6173,drove,1
6174,face,3
6175,first,2
6176,give,1
6177,go,1
6178,gold,1
6179,got,1
6180,guitar,1
6181,guy,2
6182,heart,2
6183,heaven,1
6184,heels,2
6185,high,2
6186,house,1
6187,humming,1
6188,imma,1
6189,jesus,1
6190,joke,1
6191,kiss,1
6192,knowing,1
6193,leaving,4
6194,let,1
6195,life,1
6196,like,1
6197,lipstick,3
6198,listen,1
6199,ll,1
6200,lonely,2
6201,long,4
6202,lot,1
6203,love,3
6204,made,2
6205,me,1
6206,men,1
6207,mon,1
6208,money,1
6209,muscle,1
6210,nebraska,7
6211,new,1
6212,nights,2
6213,oh,3
6214,ohh,3
6215,pay,1
6216,place,2
6217,put,2
6218,rather,3
6219,rent,1
6220,right,2
6221,rock,1
6222,roll,1
6223,run,1
6224,said,3
6225,sang,1
6226,serve,1
6227,since,3
6228,sit,4
6229,six,1
6230,something,16
6231,still,1
6232,taste,1
6233,there,4
6234,three,1
6235,time,10
6236,town,2
6237,truck,1
6238,two,1
6239,up,2
6240,whiskey,1
6241,whole,3
6242,without,7
6243,woman,1
6244,yeah,3
6245,years,2
6246,york,1
6247,you,6
6248,accept,1
6249,blame,1
6250,blind,1
6251,can,10
6252,climb,1
6253,erase,1
6254,estranged,1
6255,fight,1
6256,fly,1
6257,game,1
6258,heart,1
6259,here,1
6260,ll,1
6261,look,1
6262,lost,4
6263,make,1
6264,mind,1
6265,need,1
6266,never,4
6267,night,1
6268,now,1
6269,oh,6
6270,one,1
6271,paralyzed,1
6272,quit,1
6273,re,1
6274,reign,1
6275,rest,1
6276,right,1
6277,run,1
6278,sleepless,1
6279,soar,1
6280,take,2
6281,vain,2
6282,we,1
6283,win,2
6284,without,23
6285,you,17
6286,again,1
6287,ain,3
6288,arms,1
6289,around,4
6290,back,13
6291,beautiful,1
6292,birthday,1
6293,burned,1
6294,busier,1
6295,call,1
6296,came,1
6297,can,1
6298,chain,1
6299,change,3
6300,cold,1
6301,crept,1
6302,cry,1
6303,dark,1
6304,days,2
6305,december,10
6306,die,1
6307,door,1
6308,dreaming,1
6309,ever,2
6310,fall,1
6311,family,1
6312,fear,1
6313,first,1
6314,freedom,3
6315,front,3
6316,gave,3
6317,glad,1
6318,go,11
6319,good,2
6320,goodbye,1
6321,guard,1
6322,held,1
6323,how,2
6324,it,1
6325,know,1
6326,last,1
6327,laughing,1
6328,leavin,1
6329,left,1
6330,life,1
6331,love,2
6332,loved,2
6333,made,1
6334,make,2
6335,maybe,1
6336,me,1
6337,mind,4
6338,mindless,1
6339,mine,3
6340,miss,1
6341,missing,3
6342,night,4
6343,nothing,3
6344,passed,1
6345,passenger,1
6346,playing,1
6347,pride,3
6348,probably,1
6349,realized,4
6350,right,4
6351,roses,1
6352,saw,2
6353,saying,3
6354,see,1
6355,seen,1
6356,september,1
6357,side,1
6358,skin,1
6359,sleeping,1
6360,small,1
6361,smile,1
6362,sorry,3
6363,standing,3
6364,staying,1
6365,still,1
6366,summer,1
6367,swallowing,3
6368,swear,1
6369,sweet,1
6370,talk,1
6371,tanned,1
6372,tell,1
6373,think,1
6374,thinking,1
6375,time,10
6376,times,1
6377,turn,4
6378,turns,3
6379,understand,1
6380,up,2
6381,watched,1
6382,weather,1
6383,wishful,1
6384,wishing,3
6385,work,1
6386,alright,1
6387,away,3
6388,baby,3
6389,back,12
6390,beach,1
6391,believe,3
6392,brought,1
6393,built,1
6394,cali,1
6395,can,3
6396,chance,3
6397,come,1
6398,complete,1
6399,dance,2
6400,die,2
6401,down,1
6402,dream,7
6403,drove,1
6404,drunk,1
6405,ever,12
6406,every,1
6407,february,1
6408,feel,3
6409,finally,1
6410,forever,2
6411,fort,1
6412,found,1
6413,funny,1
6414,get,3
6415,go,2
6416,got,2
6417,hands,2
6418,heart,5
6419,heavy,1
6420,jeans,4
6421,kind,1
6422,know,1
6423,let,8
6424,life,1
6425,like,3
6426,line,1
6427,living,3
6428,ll,2
6429,look,15
6430,love,2
6431,ma,1
6432,make,3
6433,makeup,1
6434,me,2
6435,met,1
6436,missing,1
6437,mma,1
6438,motel,1
6439,on,3
6440,one,3
6441,piece,1
6442,pretty,1
6443,punch,1
6444,put,2
6445,puzzle,1
6446,racing,2
6447,real,3
6448,regrets,2
6449,run,3
6450,sheets,1
6451,skin,4
6452,sleep,3
6453,stops,3
6454,take,3
6455,teenage,7
6456,tell,1
6457,things,1
6458,think,2
6459,tight,4
6460,tonight,6
6461,touch,3
6462,turn,3
6463,valentine,2
6464,walls,1
6465,way,5
6466,we,2
6467,without,1
6468,wrong,1
6469,you,1
6470,young,2
6471,ain,1
6472,along,1
6473,away,2
6474,baby,1
6475,came,1
6476,changin,1
6477,come,4
6478,crazy,12
6479,cry,1
6480,day,1
6481,dream,4
6482,ever,3
6483,fade,1
6484,fight,1
6485,girl,10
6486,goin,4
6487,gonna,2
6488,here,4
6489,hold,4
6490,know,5
6491,lately,4
6492,let,4
6493,life,1
6494,like,6
6495,livin,1
6496,lose,1
6497,love,8
6498,lovers,1
6499,make,1
6500,mind,2
6501,mine,1
6502,miss,1
6503,nowhere,4
6504,oughta,1
6505,probably,1
6506,re,2
6507,really,1
6508,silly,4
6509,single,1
6510,smartest,1
6511,sometimes,1
6512,thing,1
6513,told,4
6514,two,1
6515,walk,1
6516,wanna,1
6517,we,2
6518,without,1
6519,woman,4
6520,wrong,1
6521,you,5
6522,ah,3
6523,another,4
6524,around,5
6525,bad,1
6526,bans,2
6527,bar,5
6528,bastards,4
6529,bomb,1
6530,bout,1
6531,card,1
6532,cheers,4
6533,cool,2
6534,coyote,1
6535,don,6
6536,downward,1
6537,drink,21
6538,everybody,6
6539,feeling,2
6540,fight,2
6541,find,1
6542,freakin,4
6543,get,4
6544,getting,1
6545,glasses,4
6546,goin,1
6547,gonna,2
6548,good,1
6549,got,3
6550,hard,1
6551,hella,2
6552,here,2
6553,honey,1
6554,hop,1
6555,it,2
6556,jameson,4
6557,know,1
6558,let,8
6559,life,1
6560,looking,1
6561,mad,1
6562,might,1
6563,mind,2
6564,miserable,1
6565,money,1
6566,morning,1
6567,nobody,2
6568,oh,4
6569,party,4
6570,people,1
6571,put,5
6572,ray,2
6573,round,4
6574,short,1
6575,sink,4
6576,sitting,1
6577,spiral,1
6578,start,2
6579,talk,1
6580,that,15
6581,there,4
6582,tonight,4
6583,turn,4
6584,tyra,1
6585,ugly,1
6586,vibing,2
6587,weekend,4
6588,whether,1
6589,yeah,71
6590,anybody,2
6591,art,1
6592,beautiful,9
6593,beauty,6
6594,beneath,1
6595,best,1
6596,can,2
6597,change,1
6598,comes,1
6599,diamond,1
6600,else,2
6601,em,1
6602,enough,1
6603,every,2
6604,funny,2
6605,gets,1
6606,good,1
6607,got,3
6608,hey,1
6609,hurting,4
6610,insecure,1
6611,it,4
6612,judge,1
6613,keep,2
6614,let,1
6615,life,2
6616,light,1
6617,like,2
6618,listen,2
6619,made,1
6620,me,8
6621,mean,1
6622,mon,2
6623,movies,1
6624,na,104
6625,never,1
6626,nothing,1
6627,one,4
6628,pass,1
6629,perfect,4
6630,potential,1
6631,presidential,1
6632,pretty,4
6633,price,4
6634,queen,2
6635,right,2
6636,rough,1
6637,said,3
6638,says,34
6639,see,1
6640,sky,1
6641,stars,1
6642,start,1
6643,sure,1
6644,tell,2
6645,test,1
6646,that,9
6647,thing,1
6648,things,1
6649,told,1
6650,touch,1
6651,trust,4
6652,truth,1
6653,wanna,1
6654,want,1
6655,whiting,1
6656,who,1
6657,work,1
6658,worth,4
6659,yeah,5
6660,you,1
6661,yourself,1
6662,alive,3
6663,alright,1
6664,always,1
6665,around,1
6666,auburn,1
6667,back,2
6668,barefoot,6
6669,beer,2
6670,blue,7
6671,break,1
6672,bright,1
6673,buddy,1
6674,cadillac,1
6675,caught,3
6676,chair,1
6677,cold,1
6678,comin,3
6679,country,1
6680,cruise,1
6681,dad,1
6682,dark,3
6683,dawn,1
6684,doin,3
6685,edge,1
6686,eyes,1
6687,favorite,1
6688,feelin,1
6689,fire,1
6690,frankie,1
6691,full,1
6692,girls,2
6693,gonna,6
6694,good,1
6695,grabbed,1
6696,grow,3
6697,guitar,1
6698,ha,1
6699,hair,1
6700,hood,1
6701,hook,1
6702,hop,1
6703,horns,1
6704,hot,1
6705,howlin,1
6706,ice,1
6707,jean,6
6708,lawn,1
6709,lighters,3
6710,like,4
6711,lips,1
6712,lookin,1
6713,love,1
6714,middle,3
6715,moon,1
6716,never,6
6717,new,2
6718,night,6
6719,oh,19
6720,ol,1
6721,pretty,1
6722,red,1
6723,right,3
6724,river,1
6725,road,1
6726,rock,3
6727,roll,1
6728,ruby,1
6729,sat,1
6730,shinin,4
6731,shootin,1
6732,shot,1
6733,show,3
6734,side,1
6735,singin,1
6736,sippin,1
6737,sittin,1
6738,slow,3
6739,smile,1
6740,so,1
6741,song,1
6742,southern,3
6743,star,1
6744,summer,3
6745,sweet,1
6746,tea,1
6747,till,1
6748,town,1
6749,water,1
6750,whoa,19
6751,yeah,3
6752,ain,1
6753,anybody,1
6754,anyway,1
6755,away,3
6756,back,1
6757,backpack,1
6758,better,1
6759,blowing,2
6760,blue,3
6761,blues,1
6762,boat,1
6763,bought,1
6764,breeze,3
6765,cause,1
6766,chair,3
6767,champagne,1
6768,change,1
6769,close,1
6770,come,1
6771,condition,1
6772,could,1
6773,day,1
6774,deep,3
6775,ever,1
6776,fair,1
6777,felt,3
6778,find,3
6779,fire,3
6780,fought,1
6781,found,3
6782,geography,1
6783,go,1
6784,gonna,7
6785,got,4
6786,grab,1
6787,hair,2
6788,happy,3
6789,high,3
6790,key,1
6791,kind,3
6792,knee,3
6793,know,1
6794,lies,1
6795,life,1
6796,little,1
6797,live,1
6798,living,1
6799,lose,1
6800,lost,3
6801,love,1
6802,maybe,1
6803,medication,1
6804,might,4
6805,mind,1
6806,minute,2
6807,miss,1
6808,never,7
6809,nice,1
6810,note,1
6811,ocean,1
6812,one,1
6813,paradise,4
6814,permanent,1
6815,pretend,1
6816,put,1
6817,reach,3
6818,said,1
6819,sailed,1
6820,salty,1
6821,sea,1
6822,seem,1
6823,shore,1
6824,sky,6
6825,slice,1
6826,somewhere,3
6827,sunrise,3
6828,sunshine,1
6829,sweet,3
6830,there,3
6831,think,4
6832,tide,3
6833,try,1
6834,trying,1
6835,vacation,1
6836,wash,1
6837,washing,1
6838,water,4
6839,way,1
6840,wind,2
6841,wishing,2
6842,world,5
6843,worry,3
6844,wrote,1
6845,aces,1
6846,alone,2
6847,are,2
6848,baby,3
6849,better,1
6850,body,1
6851,boy,1
6852,cataracs,1
6853,close,3
6854,dance,6
6855,dancing,12
6856,dark,12
6857,drive,6
6858,eyes,3
6859,flavor,1
6860,flirt,1
6861,ge,2
6862,get,1
6863,got,8
6864,hair,3
6865,hands,3
6866,it,2
6867,know,1
6868,late,2
6869,let,3
6870,love,1
6871,night,2
6872,open,1
6873,pocket,1
6874,pretend,2
6875,push,22
6876,put,1
6877,right,1
6878,savor,1
6879,seas,1
6880,see,4
6881,sex,6
6882,spice,1
6883,start,10
6884,surf,1
6885,surgery,1
6886,talking,1
6887,taste,2
6888,tell,3
6889,think,3
6890,touch,3
6891,up,1
6892,waist,3
6893,wanna,4
6894,want,3
6895,work,1
6896,wrong,3
6897,aids,1
6898,ain,1
6899,around,4
6900,ass,1
6901,baby,2
6902,back,24
6903,band,1
6904,beside,8
6905,boy,1
6906,brought,1
6907,camaro,2
6908,came,2
6909,car,4
6910,chu,2
6911,club,1
6912,comfortly,1
6913,cool,1
6914,country,1
6915,damn,4
6916,dancing,2
6917,don,5
6918,driver,8
6919,escalade,6
6920,fcking,1
6921,fine,1
6922,fishberg,1
6923,freakin,1
6924,friends,1
6925,front,4
6926,fuck,1
6927,fucking,1
6928,get,12
6929,girl,18
6930,girls,7
6931,go,1
6932,good,1
6933,got,11
6934,group,6
6935,hear,1
6936,heard,1
6937,here,1
6938,hey,1
6939,hot,1
6940,in,8
6941,it,6
6942,jump,1
6943,kick,4
6944,ladies,1
6945,left,2
6946,let,7
6947,like,2
6948,ll,1
6949,long,1
6950,make,1
6951,man,2
6952,many,4
6953,me,13
6954,met,8
6955,new,1
6956,notice,1
6957,oh,1
6958,or,1
6959,orange,1
6960,party,2
6961,play,1
6962,playing,1
6963,poppin,1
6964,pretend,1
6965,quick,1
6966,quit,1
6967,re,3
6968,ride,1
6969,rockin,1
6970,said,1
6971,say,6
6972,seat,24
6973,see,6
6974,shake,1
6975,shift,1
6976,shy,1
6977,slack,1
6978,something,8
6979,special,8
6980,spot,1
6981,star,1
6982,struck,1
6983,suckers,4
6984,tell,4
6985,that,2
6986,top,1
6987,treat,1
6988,trick,2
6989,try,1
6990,tryin,1
6991,turn,4
6992,up,2
6993,vehicle,1
6994,vip,4
6995,wait,1
6996,want,13
6997,way,4
6998,what,1
6999,wit,2
7000,word,4
7001,ya,8
7002,yeah,1
7003,you,4
7004,ain,1
7005,almost,2
7006,always,2
7007,another,4
7008,around,16
7009,ass,2
7010,away,1
7011,baby,8
7012,back,9
7013,bad,4
7014,best,14
7015,bet,6
7016,blew,2
7017,boo,1
7018,boy,1
7019,bullet,2
7020,care,1
7021,cause,4
7022,comes,8
7023,deserve,1
7024,dodged,2
7025,everything,1
7026,expect,1
7027,face,1
7028,facts,1
7029,found,1
7030,getting,2
7031,god,5
7032,goes,8
7033,gon,1
7034,good,3
7035,goodbye,1
7036,got,1
7037,guess,1
7038,had,13
7039,hey,3
7040,hmm,1
7041,honestly,4
7042,hoo,1
7043,hurt,1
7044,know,1
7045,knows,1
7046,lies,1
7047,life,1
7048,ll,1
7049,lord,1
7050,loved,2
7051,luck,2
7052,mind,1
7053,must,1
7054,never,16
7055,now,3
7056,oh,7
7057,one,1
7058,ooh,1
7059,outta,1
7060,place,1
7061,real,2
7062,right,7
7063,sad,1
7064,said,1
7065,saw,2
7066,say,1
7067,showed,2
7068,sucks,6
7069,take,1
7070,tears,1
7071,thank,5
7072,that,1
7073,thing,14
7074,think,2
7075,thought,1
7076,time,5
7077,turned,8
7078,used,2
7079,ve,1
7080,want,3
7081,wanted,2
7082,who,1
7083,world,1
7084,would,1
7085,wrong,1
7086,yeah,1
7087,yes,1
7088,ain,1
7089,another,3
7090,answer,1
7091,ask,1
7092,baby,1
7093,bar,1
7094,bitch,1
7095,blonde,1
7096,blown,3
7097,bottle,1
7098,burn,3
7099,cabana,1
7100,cause,3
7101,chairs,1
7102,check,1
7103,clock,6
7104,club,7
7105,come,6
7106,control,3
7107,dancer,1
7108,day,2
7109,daylight,8
7110,dayo,11
7111,derülo,1
7112,drink,2
7113,drinks,1
7114,errbody,1
7115,flo,3
7116,get,3
7117,girl,2
7118,girlfriends,1
7119,go,9
7120,going,1
7121,gon,2
7122,haitian,1
7123,home,7
7124,hot,3
7125,jason,1
7126,jumping,3
7127,lap,1
7128,last,1
7129,let,3
7130,lets,1
7131,lights,3
7132,like,1
7133,long,2
7134,losing,3
7135,low,3
7136,make,2
7137,manners,1
7138,matter,1
7139,meet,1
7140,met,1
7141,mind,1
7142,moving,1
7143,much,2
7144,night,1
7145,nightime,2
7146,oh,19
7147,out,1
7148,party,1
7149,passing,1
7150,playin,1
7151,say,6
7152,sexy,1
7153,shawty,1
7154,shining,1
7155,shot,5
7156,shut,3
7157,sofa,2
7158,song,2
7159,standing,2
7160,star,1
7161,take,1
7162,tear,2
7163,that,2
7164,thing,1
7165,til,2
7166,told,1
7167,tomorrow,2
7168,turn,3
7169,ve,1
7170,waiting,1
7171,wall,2
7172,wanna,6
7173,whole,1
7174,window,2
7175,yeah,3
7176,abort,1
7177,ago,1
7178,ain,1
7179,anyway,1
7180,at,24
7181,baby,1
7182,back,1
7183,ball,1
7184,ballsack,1
7185,bar,1
7186,begin,4
7187,bff,1
7188,blow,1
7189,body,1
7190,bout,5
7191,boys,1
7192,bring,1
7193,bryson,1
7194,buzzed,1
7195,can,1
7196,cause,1
7197,chanel,1
7198,club,1
7199,coming,1
7200,da,4
7201,dat,2
7202,day,25
7203,dick,1
7204,dude,1
7205,endorse,1
7206,explicit,1
7207,football,1
7208,free,1
7209,friend,1
7210,friends,9
7211,fuck,1
7212,get,6
7213,girl,2
7214,girls,30
7215,go,9
7216,good,2
7217,got,6
7218,hairdos,1
7219,handle,1
7220,here,3
7221,hey,3
7222,hmm,1
7223,holla,1
7224,home,1
7225,hotties,1
7226,invited,1
7227,it,1
7228,jumpin,1
7229,kids,1
7230,license,1
7231,like,4
7232,lily,4
7233,london,1
7234,looking,1
7235,louie,1
7236,love,2
7237,many,4
7238,me,2
7239,much,2
7240,nails,1
7241,never,1
7242,no,1
7243,nobody,1
7244,one,5
7245,outta,1
7246,paparazzi,1
7247,party,1
7248,pause,1
7249,peabo,1
7250,peebe,2
7251,pick,1
7252,president,1
7253,reach,1
7254,really,3
7255,renewed,1
7256,rules,1
7257,rush,1
7258,said,9
7259,saw,1
7260,say,1
7261,see,5
7262,shawty,1
7263,shit,1
7264,start,1
7265,street,1
7266,suck,2
7267,swear,1
7268,tackle,1
7269,tell,1
7270,ten,1
7271,that,6
7272,them,4
7273,thinking,4
7274,time,1
7275,tryin,1
7276,tryna,1
7277,two,1
7278,uh,2
7279,verse,1
7280,wallet,1
7281,wanna,3
7282,whatever,1
7283,whistle,1
7284,who,1
7285,why,1
7286,women,1
7287,years,1
7288,yo,2
7289,1982,1
7290,attic,1
7291,baby,1
7292,back,10
7293,backed,1
7294,better,1
7295,blowing,1
7296,changing,1
7297,comes,1
7298,cooked,1
7299,corn,1
7300,cotton,1
7301,country,3
7302,curve,1
7303,down,3
7304,dusty,1
7305,exit,1
7306,feeling,1
7307,field,1
7308,forgotten,1
7309,freedom,1
7310,fried,1
7311,full,1
7312,george,1
7313,get,12
7314,gonna,1
7315,gotta,2
7316,grab,3
7317,grandpa,1
7318,gravel,3
7319,hair,1
7320,here,1
7321,hit,1
7322,home,3
7323,honey,3
7324,honking,1
7325,honks,1
7326,hot,3
7327,interstate,1
7328,jam,1
7329,knows,3
7330,lane,4
7331,like,2
7332,little,4
7333,long,6
7334,looking,1
7335,looks,1
7336,lost,3
7337,makes,15
7338,man,1
7339,maybe,3
7340,memory,1
7341,mind,1
7342,mood,1
7343,need,1
7344,night,3
7345,nowhere,1
7346,old,3
7347,ooh,1
7348,oooh,3
7349,park,2
7350,path,1
7351,put,3
7352,radio,1
7353,right,4
7354,road,10
7355,shady,2
7356,sick,1
7357,sign,1
7358,sit,1
7359,six,1
7360,slippin,1
7361,song,1
7362,soul,4
7363,spot,2
7364,static,1
7365,strait,1
7366,system,1
7367,take,13
7368,tear,3
7369,things,3
7370,tired,1
7371,tractor,1
7372,traffic,2
7373,travel,3
7374,truck,2
7375,twistin,1
7376,two,3
7377,unravel,3
7378,unwind,3
7379,up,1
7380,ve,2
7381,wanna,15
7382,way,6
7383,well,1
7384,wide,1
7385,wind,1
7386,yeah,1
7387,another,1
7388,away,3
7389,baby,22
7390,back,1
7391,bed,1
7392,begging,4
7393,creeping,2
7394,day,1
7395,don,5
7396,feel,5
7397,find,4
7398,go,40
7399,gon,2
7400,gonna,4
7401,got,2
7402,head,2
7403,here,3
7404,instead,1
7405,keep,4
7406,know,3
7407,leave,5
7408,let,1
7409,lies,1
7410,like,2
7411,lips,2
7412,ll,2
7413,locked,2
7414,me,2
7415,please,22
7416,run,3
7417,running,6
7418,safe,1
7419,said,1
7420,start,1
7421,stay,5
7422,still,3
7423,sun,2
7424,tick,2
7425,tock,2
7426,tomorrow,9
7427,tonight,1
7428,trying,2
7429,wake,3
7430,way,3
7431,we,2
7432,well,1
7433,yeah,2
7434,yesterday,1
7435,you,1
7436,across,1
7437,acting,1
7438,ain,9
7439,alright,1
7440,ba,8
7441,back,3
7442,beat,1
7443,bling,8
7444,blows,1
7445,bring,1
7446,buy,1
7447,can,3
7448,cars,1
7449,cash,1
7450,cha,8
7451,ching,8
7452,coconut,1
7453,comes,2
7454,damn,1
7455,dance,8
7456,defeat,1
7457,enjoy,1
7458,even,1
7459,every,1
7460,everybody,7
7461,everyone,2
7462,eyes,1
7463,fall,1
7464,feel,2
7465,feelin,1
7466,feet,1
7467,fight,1
7468,first,1
7469,forget,9
7470,garage,1
7471,gettin,1
7472,give,1
7473,gon,2
7474,good,1
7475,got,2
7476,guarantee,1
7477,guess,1
7478,guitars,1
7479,ha,3
7480,half,1
7481,happiness,1
7482,heels,1
7483,high,1
7484,hoes,1
7485,keep,3
7486,keys,1
7487,leaping,1
7488,leave,1
7489,leaving,1
7490,left,3
7491,life,1
7492,like,2
7493,ll,1
7494,look,4
7495,love,3
7496,low,1
7497,made,1
7498,make,8
7499,man,2
7500,mars,1
7501,me,1
7502,minute,1
7503,money,25
7504,moonheads,1
7505,moving,1
7506,music,1
7507,mysterious,1
7508,need,6
7509,never,1
7510,night,2
7511,now,1
7512,obsessed,1
7513,odds,1
7514,okay,2
7515,one,1
7516,oo,1
7517,oooh,1
7518,paying,2
7519,price,12
7520,put,1
7521,re,2
7522,ready,1
7523,right,4
7524,sacrifice,1
7525,sale,1
7526,second,1
7527,seconds,1
7528,see,1
7529,seems,1
7530,serious,1
7531,shades,1
7532,sign,1
7533,sing,1
7534,six,1
7535,sleep,1
7536,slow,1
7537,smile,1
7538,stack,1
7539,stop,1
7540,streams,1
7541,stumble,1
7542,tag,10
7543,take,2
7544,that,2
7545,thirty,1
7546,time,2
7547,tired,1
7548,to,2
7549,tonight,2
7550,truth,1
7551,uh,2
7552,undefeatable,1
7553,unite,1
7554,us,3
7555,video,1
7556,waiting,1
7557,wanna,8
7558,we,3
7559,well,1
7560,what,1
7561,whoo,1
7562,wonder,1
7563,world,8
7564,yeah,12
7565,yes,2
7566,ain,1
7567,always,1
7568,angel,1
7569,beside,1
7570,blows,1
7571,can,1
7572,cause,2
7573,conspiracy,1
7574,could,2
7575,days,4
7576,divine,1
7577,doubt,4
7578,downs,4
7579,fall,1
7580,flattered,1
7581,fool,1
7582,gave,14
7583,god,11
7584,great,1
7585,half,1
7586,heartache,1
7587,lately,1
7588,left,3
7589,ll,1
7590,lost,3
7591,love,2
7592,lovely,1
7593,made,1
7594,martyr,1
7595,mess,1
7596,need,2
7597,never,1
7598,person,1
7599,pray,1
7600,re,1
7601,right,1
7602,say,3
7603,seeing,1
7604,somehow,1
7605,stay,1
7606,stitched,1
7607,storm,1
7608,tethered,1
7609,there,1
7610,think,3
7611,together,1
7612,true,3
7613,undo,1
7614,ups,4
7615,ve,6
7616,walking,1
7617,wanna,1
7618,watch,1
7619,way,3
7620,we,1
7621,without,1
7622,words,3
7623,yeah,1
7624,you,4
7625,again,2
7626,ain,3
7627,already,1
7628,anywhere,2
7629,apron,1
7630,around,2
7631,asphalt,1
7632,ass,1
7633,attention,2
7634,baby,4
7635,back,4
7636,bad,2
7637,bank,1
7638,beat,1
7639,beautiful,1
7640,big,1
7641,bitch,2
7642,bitches,1
7643,bleed,1
7644,bullshit,2
7645,call,1
7646,can,2
7647,care,1
7648,cash,1
7649,cause,2
7650,cents,1
7651,charles,2
7652,cheap,1
7653,check,1
7654,checkin,1
7655,choose,1
7656,chosen,1
7657,comes,1
7658,could,6
7659,cry,1
7660,dangling,1
7661,deal,2
7662,death,1
7663,deep,1
7664,deposit,1
7665,devil,1
7666,dick,2
7667,dig,1
7668,dine,1
7669,dollar,1
7670,doubt,2
7671,drum,1
7672,dry,1
7673,eat,1
7674,edge,1
7675,em,1
7676,face,2
7677,fame,2
7678,fault,1
7679,feel,2
7680,feet,1
7681,fine,1
7682,forgiveness,1
7683,fucking,6
7684,full,2
7685,game,6
7686,get,1
7687,girl,2
7688,give,1
7689,go,3
7690,goes,1
7691,gon,1
7692,grass,1
7693,hairnet,1
7694,hang,1
7695,haters,2
7696,hell,1
7697,hoola,1
7698,hoop,1
7699,hop,1
7700,house,1
7701,imma,1
7702,it,2
7703,jealous,1
7704,jump,2
7705,karma,1
7706,kinda,1
7707,kitchen,1
7708,know,3
7709,less,1
7710,libra,1
7711,life,2
7712,like,6
7713,looked,3
7714,looking,1
7715,lord,1
7716,make,1
7717,mask,1
7718,maybe,6
7719,me,2
7720,money,2
7721,nigga,3
7722,niggas,7
7723,north,1
7724,nose,1
7725,now,9
7726,on,1
7727,paid,1
7728,pay,1
7729,people,1
7730,pop,4
7731,power,2
7732,pulses,1
7733,pussy,2
7734,put,1
7735,rack,1
7736,ray,2
7737,real,3
7738,realest,6
7739,really,1
7740,rest,1
7741,right,8
7742,rock,1
7743,rocking,1
7744,say,3
7745,scale,1
7746,seats,1
7747,second,2
7748,see,2
7749,set,1
7750,shit,2
7751,shopping,1
7752,shoulder,1
7753,sins,1
7754,soft,1
7755,south,1
7756,split,2
7757,squeeze,2
7758,started,2
7759,still,3
7760,sure,1
7761,take,3
7762,talk,1
7763,tell,4
7764,that,1
7765,thick,1
7766,til,1
7767,today,1
7768,told,2
7769,took,1
7770,top,1
7771,towel,1
7772,tried,1
7773,try,1
7774,two,1
7775,vowels,1
7776,weighing,1
7777,well,1
7778,went,1
7779,wine,1
7780,wisely,1
7781,wish,2
7782,witness,1
7783,yet,1
7784,ain,1
7785,aisle,1
7786,ask,1
7787,baby,1
7788,band,1
7789,believe,1
7790,best,1
7791,bought,1
7792,bout,2
7793,cake,1
7794,chance,1
7795,could,1
7796,cried,1
7797,dang,1
7798,did,2
7799,ever,1
7800,everything,1
7801,except,1
7802,gonna,11
7803,good,1
7804,got,4
7805,hand,1
7806,hard,1
7807,honeymoon,1
7808,honeysuckle,1
7809,june,1
7810,kiss,8
7811,knee,1
7812,knew,1
7813,know,2
7814,last,1
7815,later,1
7816,lifted,1
7817,like,1
7818,long,1
7819,look,1
7820,lot,3
7821,love,3
7822,man,1
7823,maybe,1
7824,me,1
7825,middle,1
7826,miss,1
7827,momma,2
7828,moon,1
7829,move,1
7830,never,1
7831,next,1
7832,oh,1
7833,one,2
7834,perfume,1
7835,planned,1
7836,preacher,1
7837,pretty,1
7838,real,1
7839,really,1
7840,roof,1
7841,said,4
7842,saw,1
7843,say,1
7844,shot,3
7845,shy,1
7846,sittin,1
7847,smell,1
7848,smile,1
7849,smiled,2
7850,so,1
7851,sooner,1
7852,stop,1
7853,talkin,1
7854,that,1
7855,thing,1
7856,think,5
7857,took,1
7858,ve,3
7859,veil,1
7860,walked,1
7861,wanted,1
7862,we,3
7863,wedding,2
7864,yeah,1
7865,afraid,2
7866,again,1
7867,alive,1
7868,animal,1
7869,animals,1
7870,bite,5
7871,can,2
7872,cannibal,1
7873,chemicals,1
7874,denied,1
7875,easy,1
7876,every,1
7877,feel,1
7878,fight,1
7879,friends,1
7880,get,1
7881,getting,1
7882,go,7
7883,goodbye,2
7884,heart,7
7885,heavy,1
7886,here,1
7887,hide,2
7888,hush,4
7889,inside,1
7890,kicking,1
7891,killing,1
7892,kinda,1
7893,like,1
7894,made,1
7895,mess,1
7896,never,1
7897,oh,33
7898,play,1
7899,pretend,1
7900,quiet,1
7901,re,1
7902,run,2
7903,satisfied,1
7904,say,2
7905,sick,1
7906,sleep,3
7907,take,6
7908,time,1
7909,tonight,10
7910,understand,1
7911,us,1
7912,waiting,12
7913,wanna,1
7914,want,9
