Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1D4FOwyMA6pJlPCsYO1p1I,"5OymbiST7wm1LKk7B0Esw5","Sea the Sky","Sea the Sky","Ryan Farish",2022-05-20,279374,17,spotify:user:groovebassment,2022-06-03T13:17:46Z,"new age",0.721,0.667,2,-11.178,0,0.0393,0.0000969,0.916,0.0814,0.311,119.992,4
0scV24fq060z41udr8lWZ7,"4d6KcA6bohrqQTprSUWhEp,1GyJvwv01yQ6KfdV2yet6F","Take It","Take It","Presi On,Renate",2022-02-25,175680,24,spotify:user:groovebassment,2022-05-08T16:20:09Z,"",0.675,0.941,8,-4.753,1,0.0432,0.00309,0.263,0.544,0.822,124.95,4
5CvVQFQYlBEt7rl8CPkZtd,"5Z6jglUTEzwgV5LknPAYDQ","Venture","Venture EP","Amazingblaze",2022-02-25,384973,42,spotify:user:groovebassment,2022-05-08T16:16:16Z,"",0.653,0.901,4,-8.759,0,0.0757,0.000132,0.86,0.686,0.34,141.008,4
7qurZiNqfE0xWD698crzzW,"144HzhpLjcR9k37w5Ico9B","Emin","Emin","Deborah de Luca",2022-01-03,385777,10,spotify:user:groovebassment,2022-05-08T16:16:16Z,"electra,italian techno",0.867,0.882,7,-4.376,1,0.17,0.000725,0.728,0.113,0.147,134.963,4
7xyrRv1YubsnomdJczrtc7,"6TVdVlY6irsNPkMHT2HkfD,4f2K0RSYyxP4TUyZu1azYB","Insomnia","Insomnia","Space 92,Popof",2021-09-17,372999,41,spotify:user:groovebassment,2022-05-08T16:16:16Z,"french techno,french tech house,minimal techno,tech house",0.755,0.984,10,-4.024,0,0.0726,0.00924,0.885,0.356,0.8,130.014,4
1WsHKAuN9vDthcmimdqqaY,"1btv9qmIpbp7q1ixCYNdHu,6iWBjg4b4ll4jLiParnWXT","Your Mind","Your Mind","Adam Beyer,Bart Skils",2018-07-02,502969,53,spotify:user:groovebassment,2022-05-08T16:16:16Z,"dark techno,minimal techno,raw techno,schranz,swedish electronic,swedish techno,techno,tech house",0.751,0.721,11,-8.093,0,0.0655,0.000252,0.574,0.119,0.0388,126.02,4
0Nf1XaD56CzEymLL4MSkHa,"2jvTYwyzxK1FVYGEoKfZLQ","Don't Loose Control","Don't Loose Control","Cosmic Boys",2022-04-22,267906,25,spotify:user:groovebassment,2022-05-08T16:16:16Z,"dark techno",0.697,0.927,2,-4.169,0,0.0482,0.000711,0.938,0.0894,0.299,128.988,4
0hlPTKmNt0lemVQKohGCEO,"6dsy10LVNALrvHyVEadrsJ","Era Of Rave","Era Of Rave","Modeā",2022-04-22,422560,28,spotify:user:groovebassment,2022-05-08T16:16:16Z,"",0.422,0.711,8,-12.077,1,0.0957,0.0248,0.833,0.104,0.26,132.072,3
2J9waSY5wkVPmQRyqLeQXd,"5g93IJMEpfC68NUaeVjr4h","What Is Real","What Is Real","Tita Lau",2022-03-18,195390,45,spotify:user:groovebassment,2022-05-08T16:16:16Z,"",0.79,0.985,4,-8.958,0,0.0588,0.634,0.846,0.0992,0.401,126.01,4
69Sir9reb9TsS7Any78UQe,"6TVdVlY6irsNPkMHT2HkfD","Cyberspace","The Door","Space 92",2022-01-28,402868,31,spotify:user:groovebassment,2022-05-08T16:16:16Z,"french techno",0.747,0.989,4,-5.69,1,0.104,0.00717,0.805,0.0909,0.198,132.003,4
1k8SaCjqAtH2ThhKKcGoBV,"5FgLkieOqGXPn01dnbJp9Z,19Eoy48QvxiHXimdiOlXZB","Higher","Higher","T78,Kaiser Project",2022-04-25,304615,24,spotify:user:groovebassment,2022-05-08T16:16:16Z,"dark techno,german dark minimal techno,italian techno,raw techno",0.648,0.981,6,-3.797,0,0.124,0.000117,0.0228,0.518,0.745,130.006,4
28QrB5CfG1JCYv3kCoPenz,"4jbI8O1BdxYC1EadGJG6c9","Distorted Vision","Distorted Vision","AlpenX",2022-08-12,441818,24,spotify:user:groovebassment,2022-08-17T23:13:34Z,"",0.622,0.719,4,-11.412,1,0.0375,0.182,0.856,0.101,0.508,132.006,4
0LYrD6ZH0Z8ZMCLt0PcGmb,"6rxmj7vNEofe96g84qMWoV","Don't You Give Up","The Spice","Jay Lumen",2022-04-29,332000,7,spotify:user:groovebassment,2022-05-08T16:16:16Z,"funky tech house,hungarian techno,tech house",0.699,0.983,1,-5.974,1,0.103,0.00427,0.87,0.11,0.634,134.027,4
4QkVnNUgHNh4rUEQp5kmop,"3IFgjVPT8yeB4UnJCWOpZA","Shadows","Shadows","Teenage Mutants",2022-02-25,393913,26,spotify:user:groovebassment,2022-05-08T16:16:16Z,"dark techno",0.677,0.904,0,-5.56,1,0.0798,0.000635,0.819,0.0647,0.328,131.013,4
1EFGNnvwnm158gDGxpTpXC,"5FgLkieOqGXPn01dnbJp9Z","Kalamarr","Retro Future, Vol. 2","T78",2022-03-28,357251,26,spotify:user:groovebassment,2022-05-08T16:16:16Z,"dark techno,german dark minimal techno,italian techno,raw techno",0.842,0.956,7,-7.641,1,0.09,0.00588,0.874,0.19,0.278,131.007,4
1E3MjONRnTiVi8dM1a9nyM,"5EmEZjq8eHEC6qFnT63Lza,1kq2ZvBA7AX9mdZTk9SkpU,21A7bhIL1m6CNZn8y57PIZ","You Take My Hand (ASOT 1067) - Reinier Zonneveld Remix","ASOT 1067 - A State Of Trance Episode 1067 (Including A State Of Trance 2022)","Tinlicker,Jamie Irrepressible,Reinier Zonneveld",2022-05-05,336160,10,spotify:user:groovebassment,2022-05-08T16:16:16Z,"edm,dark techno",0.438,0.932,10,-8.09,0,0.0592,0.000401,0.865,0.093,0.208,131.288,4
