,title,artist,year,spotify_id
71,Hotel Lobby (Unc And Phew),Quavo & Takeoff,2022,0QNNd0qMCDbraS1nQPg3aA
72,Right On,Lil Baby,2022,6ws54n2IzyrIxxyzlG2bVJ
73,Freaky Deaky,Tyga X Doja Cat,2022,3vySEUpD0tc801F2WZDLYw
74,Cinema,Harry Styles,2022,35TyJIMR3xRouUuo2sjS6v
75,Keep Driving,Harry Styles,2022,2NcQic8JxdjAlAHuNbOIRE
76,Daydreaming,Harry Styles,2022,69w5X6uTrOaWM32IetSzvO
77,Yo No Soy Celoso,Bad Bunny,2022,5kVZxyMY1gfdCLiChsfjn1
78,Flower Shops,ERNEST Featuring Morgan Wallen,2022,2ccuOtUjIyx3tPcsnpeBzJ
79,She Likes It,Russell Dickerson & Jake Scott,2022,6VVqPBFZIbcmv14zNfOc13
80,Love Of My Life,Harry Styles,2022,1mw0RgNXIpYRyyCdBQbLgA
81,Ghost Story,Carrie Underwood,2022,2FGOg7uYBfnspkPOISXTFY
82,Rich Spirit,Kendrick Lamar,2022,1QPreu0BNOrUfEb8HTd2qG
83,La Corriente,Bad Bunny & Tony Dize,2022,1797zYiX4cKosMH836X9Gt
84,Neverita,Bad Bunny,2022,31i56LZnwE6uSu3exoHjtB
85,She Had Me At Heads Carolina,Cole Swindell,2022,200x8ONbPfFzByUr3fVz46
86,Sunroof,Nicky Youre & dazy,2022,4h4QlmocP3IuwYEj2j14p8
87,Boyfriends,Harry Styles,2022,6qj02zSeEJGWZ4c0dn5QzJ
88,Circles Around This Town,Maren Morris,2022,13G5xv1wUKvJYbK0wYmioN
89,Dua Lipa,Jack Harlow,2022,0LnS7aOdOdI1dNKZqdOLz4
90,F.N.F. (Let's Go),Hitkidd & GloRilla,2022,1vrFJDrysqmsNAgyjBzx4f
91,Handsomer,Russ Featuring Ktlyn,2022,0vp1sk3FzuDBeLMLcRhQdL
92,I'm On One,Future Featuring Drake,2022,6wyhUr4Xw8z5uSy0AhoZfU
93,DFMU,Ella Mai,2022,1bdm32mVmoGcek5bVKxQKd
94,Andrea,Bad Bunny & Buscabulla,2022,44XjoNvtwevktFKjvVe1vH
95,Love You Better,Future,2022,4XJRpBOG0bU3Nxnvam3FnC
96,Wild Hearts,Keith Urban,2022,0BQpyaFrb78b9uobWNheqx
97,Last Night Lonely,Jon Pardi,2022,3SeeaIXnrCfT88vHVCRWHl
98,7500 OBO,Tim McGraw,2022,7A4WmJcWx6KrVRfQ2CP8e7
