Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
3oairMMtNVnUppKwroxou4,"1YfEcTuGvBQ8xSD1f53UnK,4iHNK0tOyZPYnBU7nGAgpQ,7JXCJDLGh1k9cg6JbYCpYl","I Know What You Want (feat. Flipmode Squad)","It Ain't Safe No More","Busta Rhymes,Mariah Carey,Flipmode Squad",2002-11-05,324306,63,spotify:user:,2012-02-19T12:05:04Z,"east coast hip hop,hardcore hip hop,hip hop,hip pop,pop rap,rap,dance pop,pop,r&b,urban contemporary",0.658,0.771,4,-4.318,1,0.271,0.016,0,0.654,0.516,85.949,4
6SQu2F7Vwe5bruRvLihInq,"1YfEcTuGvBQ8xSD1f53UnK,1uT0jnwsq3AifrLorG4UDt","Together (feat. Rah Digga)","It Ain't Safe No More. . .","Busta Rhymes,Rah Digga",2002-11-26,333893,32,spotify:user:,2012-02-19T12:07:13Z,"east coast hip hop,hardcore hip hop,hip hop,hip pop,pop rap,rap,alternative r&b,new jersey rap",0.786,0.744,9,-6.349,0,0.496,0.268,0,0.929,0.863,87.989,4
,"","I Need a Girl Pt. 2","Bad Boy's 10th Anniversary - The Hits","P. Diddy Featuring Loon, Ginuwine, Mario Winans",,285000,0,spotify:user:,2012-02-19T12:07:19Z,""
7lVNTXkI3cHFvcXiI8damb,"59wfkuBoNyhDMQGCljbUbA,2gie1bU1LwnxdFAJoTLjzT,23zg3TcAtWQy7J6upgbUnj","I Need a Girl (Pt. 1) [feat. Usher & Loon]","R&B Hits","Diddy,Loon,Usher",2005-10-04,268800,65,spotify:user:,2012-02-19T12:07:22Z,"dance pop,east coast hip hop,hip hop,hip pop,pop rap,r&b,rap,atl hip hop,contemporary r&b,pop,south carolina hip hop,urban contemporary",0.66,0.707,6,-5.758,1,0.208,0.397,0,0.211,0.761,89.279,4
5tKbrFMvQJlG1reK5aDmkc,"51d3rUlLuMh7EW09aMe7yj,59wfkuBoNyhDMQGCljbUbA","Bump, Bump, Bump (feat. P. Diddy)","Playlist: The Very Best Of Omarion","B2K,Diddy",2002,279000,38,spotify:user:,2012-02-19T12:07:28Z,"boy band,contemporary r&b,dance pop,hip hop,hip pop,pop rap,r&b,urban contemporary,east coast hip hop,rap",0.838,0.66,1,-6.388,0,0.195,0.107,0,0.115,0.888,95.493,4
6E68HHJ3fbo5vub3NMsBRz,"2gie1bU1LwnxdFAJoTLjzT,4BIQA9vRkqXEnA2twmq7mU","Down for Me (feat. Mario Winans)","Loon","Loon,Mario Winans",2003,259346,43,spotify:user:,2012-02-19T12:09:16Z,"hip pop,r&b,urban contemporary",0.74,0.895,2,-6.36,0,0.189,0.459,0.00000659,0.0433,0.958,196.082,4
2ZijkqwRW54s73jeC5dz9D,"3X458ddYA2YcVWuVIGGOYe,2gie1bU1LwnxdFAJoTLjzT","Hit The Freeway (feat. Loon)","The Essential Toni Braxton","Toni Braxton,Loon",2007-02-12,228133,0,spotify:user:,2012-02-19T12:10:09Z,"contemporary r&b,dance pop,hip pop,neo soul,quiet storm,r&b,urban contemporary",0.815,0.709,4,-3.812,0,0.128,0.024,0.00000946,0.335,0.798,97.006,4
2423gyT9B3zNqC9ZD8QfSu,"5NDMothbpdpq2xHqSjrrWn,6I6t21SFbxZ7RbQgD5dN7U","Can't Believe (feat. Carl Thomas)","Faithfully","Faith Evans,Carl Thomas",2001,300160,55,spotify:user:,2012-02-19T12:11:12Z,"contemporary r&b,hip hop,hip pop,neo soul,quiet storm,r&b,urban contemporary",0.784,0.518,7,-4.828,1,0.0496,0.0684,0.00000155,0.0646,0.491,89.591,4
2g8HN35AnVGIk7B8yMucww,"5me0Irg2ANcsgc93uaYrpb","Big Poppa - 2005 Remaster","Ready to Die (The Remaster)","The Notorious B.I.G.",1994-09-13,252746,79,spotify:user:,2012-02-23T13:32:53Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap",0.78,0.575,9,-7.247,0,0.273,0.43,0,0.143,0.773,84.492,4
4iNkk2qPPXC1MAZdVUq810,"6GMYJwaziB4ekv1Y6wCDWS","Crank That (Soulja Boy)","Crank That (Soulja Boy)","Soulja Boy",2007-01-01,222653,0,spotify:user:,2012-02-23T13:33:21Z,"atl hip hop,chicago bop,dance pop,dirty south rap,pop rap,rap,southern hip hop,trap,viral rap",0.74,0.722,0,-2.149,1,0.0791,0.515,0,0.074,0.841,140.139,4
4v6V17Q3pypLu7zayg8vMa,"2wIVse2owClT7go1WT98tk,3ipn9JLAPI5GUEo4y4jcoi","One Minute Man (feat. Ludacris)","Miss E... So Addictive","Missy Elliott,Ludacris",2001-05-14,274693,29,spotify:user:,2012-02-23T13:41:39Z,"dance pop,hip hop,hip pop,pop rap,r&b,rap,urban contemporary,virginia hip hop,atl hip hop,dirty south rap,old school atlanta hip hop,southern hip hop,trap",0.848,0.638,9,-8.395,1,0.306,0.0193,0.00000715,0.131,0.61,93.881,4
2CM7CAL7aJ5WkPU0oGbA96,"0urTpYCsixqZwgNTkPJOJ4","Try Again","Aaliyah","Aaliyah",2001-01-01,286981,0,spotify:user:,2012-02-23T13:43:16Z,"contemporary r&b,dance pop,hip pop,neo soul,r&b,urban contemporary",0.756,0.654,6,-5.143,0,0.288,0.0779,0,0.0745,0.724,93.059,4
4kfyhFqxcHfxFlhZfy85y4,"0urTpYCsixqZwgNTkPJOJ4","Are You That Somebody?","I Care 4 U","Aaliyah",2002,265639,0,spotify:user:,2012-02-23T13:43:24Z,"contemporary r&b,dance pop,hip pop,neo soul,r&b,urban contemporary",0.852,0.65,9,-7.212,0,0.161,0.166,0.0195,0.101,0.84,137.95,4
3ln3tSVtNocECWFRdmh6BL,"1HwM5zlC5qNWhJtM00yXzG,6x9QLdzo6eBZxJ1bHsDkjg","What These Bitches Want","The Best Of DMX","DMX,Sisqo",2010-01-01,254546,0,spotify:user:,2012-02-23T13:44:24Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,rap,contemporary r&b,hip pop,r&b,urban contemporary",0.634,0.849,1,-5.707,1,0.324,0.102,0,0.295,0.697,167.307,4
4L9bnjCjlBgRbwXcbRYBD7,"1HwM5zlC5qNWhJtM00yXzG","X Gon' Give It to Ya - Re-Recorded","Greatest Hits with a Twist - Deluxe Edition","DMX",2011-03-08,232613,43,spotify:user:,2012-02-23T13:44:31Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,rap",0.604,0.893,6,-3.396,1,0.201,0.117,0,0.178,0.54,190.205,4
6PjyhqqrPwOKxZkxEdRMMe,"1HwM5zlC5qNWhJtM00yXzG","Damien","The Best Of DMX","DMX",2010-01-01,222480,0,spotify:user:,2012-02-23T13:45:06Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,rap",0.702,0.797,10,-6.142,0,0.338,0.333,0,0.129,0.425,96.47,4
0wAb5dNCXkIKHUh8GvNEge,"1HwM5zlC5qNWhJtM00yXzG,5NDMothbpdpq2xHqSjrrWn","I Miss You","The Great Depression","DMX,Faith Evans",2001-01-01,280866,0,spotify:user:,2012-02-23T13:45:23Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,rap,contemporary r&b,hip pop,neo soul,quiet storm,r&b,urban contemporary",0.725,0.708,6,-5.21,1,0.219,0.152,0,0.0887,0.585,90.596,4
7BqZF2GBugnIZlEFDYBErT,"4d3yvTptO48nOYTPBcPFZC,1HwM5zlC5qNWhJtM00yXzG","Scream Double R","Scorpion","Eve,DMX",2001-01-01,221800,0,spotify:user:,2012-02-23T13:46:11Z,"dance pop,gangster rap,hip hop,hip pop,philly rap,pop rap,r&b,rap,urban contemporary,east coast hip hop,hardcore hip hop",0.682,0.895,7,-3.549,1,0.333,0.0114,0,0.108,0.664,92.978,4
2cXWKSIbNwqxz1TEKdOupS,"0A7g2YbCA9FlyZvAG6VmKP,1HwM5zlC5qNWhJtM00yXzG,5tth2a3v0sWwV1C7bApBdX","Money, Power and Respect (feat. DMX and Lil' Kim) - Greatest Hits Version","Bad Boy Greatest Hits Vol. 1","The LOX,DMX,Lil' Kim",1998,256640,33,spotify:user:,2012-02-23T13:48:02Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,hip pop,pop rap,rap,trap,alternative r&b,dance pop,r&b,southern hip hop,trap queen,urban contemporary",0.814,0.707,9,-4.975,0,0.258,0.00597,0,0.164,0.423,95.827,4
47mdv9ScE1lLbKPTMgxtqg,"0urTpYCsixqZwgNTkPJOJ4","Miss You","I Care 4 U","Aaliyah",2002,245211,0,spotify:user:,2012-02-23T13:50:21Z,"contemporary r&b,dance pop,hip pop,neo soul,r&b,urban contemporary",0.547,0.334,10,-10.096,1,0.0355,0.624,0,0.229,0.505,109.757,4
2XQFKLNPQemNUZRP61gYFF,"4Otx4bRLSfpah5kX8hdgDC,2lFHVcUeJ9Gq6AZiU3ZAOa","Feels Good (Don't Worry Bout a Thing) [Main]","Feels Good (Don't Worry Bout A Thing)","Naughty By Nature,3LW",2002-02-26,256733,22,spotify:user:,2012-02-23T19:58:13Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,hip pop,new jersey rap,pop rap,rap,contemporary r&b,dance pop,girl group,r&b,urban contemporary",0.904,0.692,10,-2.843,1,0.147,0.0592,0,0.0693,0.877,95.037,4
4Tyv7nnNTHC6mR1pTubIrw,"7hJcb9fa4alzcOq3EaNPoG,2RdwBSPQiwcmiDo9kixcl8","Drop It Like It's Hot","Drop It Like It's Hot (International Version)","Snoop Dogg,Pharrell Williams",2004-01-01,270466,0,spotify:user:,2012-02-23T20:18:44Z,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap",0.912,0.553,1,-4.716,1,0.205,0.188,0,0.102,0.62,91.991,4
4675yUu8AUbE72T94BkLCD,"7hJcb9fa4alzcOq3EaNPoG,2RdwBSPQiwcmiDo9kixcl8,6B5fQU6gKaq7JPRL4YIg1B","Beautiful","The Best Of Snoop Dogg","Snoop Dogg,Pharrell Williams,Uncle Charlie Wilson",2005-01-01,299146,67,spotify:user:,2012-02-23T20:18:47Z,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap",0.893,0.74,11,-4.936,0,0.132,0.299,0,0.0881,0.963,101.025,4
1YrHyDbH17btvI2rFTkbCQ,"7hJcb9fa4alzcOq3EaNPoG,4tujQJicOnuZRLiBFdp3Ou","Bitch Please","The Best Of Snoop Dogg","Snoop Dogg,Xzibit",2005-01-01,234733,52,spotify:user:,2012-02-23T20:18:55Z,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap,detroit hip hop,hardcore hip hop",0.863,0.771,7,-2.77,1,0.19,0.00954,0,0.288,0.812,95.029,4
4QNJd8ma02Oy9PBenHErs1,"7hJcb9fa4alzcOq3EaNPoG,7zICaxnDB9ZprDSiFpvbbW,1Oa0bMld0A3u5OTYfMzp5h,3uISNNuONokIh21KiNharS,51FyBBOW464toW099BsW8z","Lay Low","The Best Of Snoop Dogg","Snoop Dogg,Master P,Nate Dogg,Butch Cassidy,Tha Eastsidaz",2005-01-01,222360,49,spotify:user:,2012-02-23T20:18:59Z,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap,dirty south rap,houston rap,memphis hip hop,new orleans rap,southern hip hop,trap,hyphy,west coast trap",0.723,0.644,0,-4.803,1,0.45,0.151,0,0.199,0.743,189.537,4
6YjKAkDYmlasMqYw73iB0w,"7dGJo4pcD2V6oG8kP0tJRR,6DPYiyq5kWVQS4RGwxzPC7,7hJcb9fa4alzcOq3EaNPoG,4tujQJicOnuZRLiBFdp3Ou,1Oa0bMld0A3u5OTYfMzp5h","Bitch Please II","The Marshall Mathers LP - Tour Edition (International Version)","Eminem,Dr. Dre,Snoop Dogg,Xzibit,Nate Dogg",2000-05-23,288200,0,spotify:user:,2012-02-23T20:21:57Z,"detroit hip hop,hip hop,rap,g funk,gangster rap,west coast rap,pop rap,hardcore hip hop",0.918,0.586,1,-2.89,1,0.133,0.0783,0,0.145,0.779,95.517,4
5QFJQXKRRKpEumd5BE8raa,"6DPYiyq5kWVQS4RGwxzPC7","The Watcher","2001 (Explicit Version)","Dr. Dre",1999-11-16,206573,0,spotify:user:,2012-02-23T20:44:59Z,"g funk,gangster rap,hip hop,rap,west coast rap",0.938,0.487,7,-3.489,1,0.244,0.188,0,0.0985,0.511,97.565,4
5t6bYzld1vAXUEs9GAA149,"6DPYiyq5kWVQS4RGwxzPC7,0OMJR0LjjKv21qNvICTgbi,7hJcb9fa4alzcOq3EaNPoG","Fuck You","2001 (Explicit Version)","Dr. Dre,Devin The Dude,Snoop Dogg",1999-11-16,205400,0,spotify:user:,2012-02-23T20:45:02Z,"g funk,gangster rap,hip hop,rap,west coast rap,dirty south rap,houston rap,southern hip hop,trap,pop rap",0.878,0.57,9,-3.757,0,0.414,0.279,0,0.0946,0.739,92.206,4
2Dts49OexROL2KvCK2sokf,"6DPYiyq5kWVQS4RGwxzPC7,7dGJo4pcD2V6oG8kP0tJRR,4tujQJicOnuZRLiBFdp3Ou","What's The Difference","2001 (Explicit Version)","Dr. Dre,Eminem,Xzibit",1999-11-16,244266,0,spotify:user:,2012-02-23T20:45:11Z,"g funk,gangster rap,hip hop,rap,west coast rap,detroit hip hop,hardcore hip hop,pop rap",0.782,0.819,11,-0.158,0,0.251,0.252,0,0.133,0.725,91.824,4
1auxYwYrFRqZP7t3s7w4um,"3nFkdlSjzX9mRTtwJOzDYB,5K4W6rqBFWDnAN6FQUkS6x","Ni**as In Paris","Watch The Throne","JAY-Z,Kanye West",2011-08-08,219333,55,spotify:user:,2012-02-24T10:36:34Z,"east coast hip hop,hip hop,rap,chicago rap",0.789,0.858,1,-5.542,1,0.311,0.127,0,0.349,0.775,140.022,4
6mowJOVCvHAfAR5gqMBd2Z,"6GI52t8N5F02MxU0g5U69P,782IpIScTpnDhYb9hyxOu1","Maria Maria - Radio Mix","Ultimate Santana","Santana,The Product G&B",2007-10-10,261493,0,spotify:user:,2012-03-05T09:28:58Z,"blues rock,classic rock,mexican classic rock",0.778,0.632,2,-5.314,1,0.113,0.0471,0.00336,0.0403,0.657,97.923,4
6HiD029KNeIuNvlywWKXLJ,"7bXgB6jMjp9ATFy66eO08Z","Gimme That","Chris Brown","Chris Brown",2005,186826,0,spotify:user:,2012-03-05T09:31:11Z,"dance pop,pop,r&b",0.678,0.572,11,-7.033,0,0.0466,0.00374,0.0000659,0.118,0.444,87.165,4
2mZ443lCnqMrXDq4BTPrmx,"7bXgB6jMjp9ATFy66eO08Z,55Aa2cqylxrFIXC767Z865,1YfEcTuGvBQ8xSD1f53UnK","Look At Me Now (feat. Lil' Wayne & Busta Rhymes)","Look At Me Now (feat. Lil' Wayne & Busta Rhymes)","Chris Brown,Lil Wayne,Busta Rhymes",2011-02-01,223600,0,spotify:user:,2012-03-05T09:33:07Z,"dance pop,pop,r&b,hip hop,new orleans rap,pop rap,rap,trap,east coast hip hop,hardcore hip hop,hip pop",0.735,0.702,2,-5.766,1,0.219,0.0499,0.0000219,0.175,0.55,72.998,4
6EKwC3N4TEFpZHD5kNjIdG,"3Isy6kedDrgPYoTS1dazA9,5zaG384VZzAb6AMfEnSy2r","International Affair (feat. Debi Nova)","Dutty Rock","Sean Paul,Debi Nova",2002-11-12,227066,11,spotify:user:,2012-03-05T09:34:01Z,"dance pop,dancehall,pop rap,musica costarricense,pop costarricense",0.869,0.751,10,-5.82,0,0.126,0.00984,0.0000942,0.272,0.965,96.001,4
7ha7zYOryB0rpnMTa4S75U,"3Isy6kedDrgPYoTS1dazA9,5LmYIx9kSWBJOWbP4xAxb1","Got 2 Luv U (feat. Alexis Jordan)","Got 2 Luv U (feat. Alexis Jordan)","Sean Paul,Alexis Jordan",2011-07-19,196640,27,spotify:user:,2012-03-05T09:34:09Z,"dance pop,dancehall,pop rap",0.605,0.793,7,-3.084,0,0.297,0.0825,0,0.124,0.647,184.032,4
29LHe8kG3PraghUZOZYsw4,"3Isy6kedDrgPYoTS1dazA9,6vWDO969PvNqNYHIOW5v0m","Baby Boy (feat. Beyoncé )","Dutty Rock","Sean Paul,Beyoncé",2002-11-12,246706,62,spotify:user:,2012-03-05T09:42:31Z,"dance pop,dancehall,pop rap,pop,r&b",0.658,0.621,1,-5.725,1,0.231,0.0667,0.00000246,0.142,0.817,91.267,4
1GcpjHpav9jlU2AF5duTp7,"3Isy6kedDrgPYoTS1dazA9,02QYcz7JjwzKiKGHg53rZY,4RPAm27zZnyxkEEpdWmrd0,110deyrdzDK0DIuHPeQgKL","I'm Still in Love with You (feat. Sasha)","Dutty Rock","Sean Paul,Sasha,Jeremy Harding,Murray Elias",2002-11-12,273360,30,spotify:user:,2012-03-05T09:45:45Z,"dance pop,dancehall,pop rap,dancehall queen",0.765,0.666,7,-5.384,1,0.172,0.102,0,0.116,0.756,87.002,4
6oRGK9dKz0g3Gs7bXimCDz,"545eshTpUa0xowyw4mYCVi","(When You Gonna) Give It Up To Me - Radio Version","[When You Gonna] Give It Up To Me (94479/online)","Sean Paul (Featuring Keyshia Cole)",2006,243880,0,spotify:user:,2012-03-05T09:46:07Z,"",0.711,0.761,8,-3.04,1,0.225,0.067,0,0.041,0.718,95.824,4
2Y7QfepRYYtUHX1Kp671MB,"3Isy6kedDrgPYoTS1dazA9","Ever Blazin'","Ever Blazin'","Sean Paul",2005-11-14,190879,0,spotify:user:,2012-03-05T09:46:29Z,"dance pop,dancehall,pop rap",0.753,0.771,9,-4.556,0,0.0862,0.028,0,0.0434,0.91,104.016,4
4an5ku0DvlMc2u6iMNViQQ,"7352aRY2mqSxBZwzUb6LmA,0f5nVCcR06GX8Qikz0COtT","Girlfriend","Face Off","Bow Wow,Omarion",2007-12-11,284826,15,spotify:user:,2012-03-05T09:48:18Z,"dance pop,hip hop,hip pop,pop rap,r&b,rap,southern hip hop,urban contemporary,pop r&b",0.722,0.783,7,-5.35,1,0.217,0.113,0,0.311,0.842,74.998,4
6QcYk77erLCaHGizDLlSnl,"2LD1xuI5fBOvp9z2ARc0O0,0LyfQWJT6nXafLPZqxe9Of","Clubbin (Remix)","The Best of Grand Theft Audio","Marques Houston, IceMan, & Joe Budden,Various Artists",2007-01-01,287583,0,spotify:user:,2012-03-05T09:50:39Z,"",0.616,0.461,4,-7.939,0,0.231,0.145,0,0.0851,0.26,105.056,3
4Cq0cPOeeDdMTTGSwHCmgw,"51d3rUlLuMh7EW09aMe7yj,0YWxKQj2Go9CGHCp77UOyy","Badaboom (feat. Fabolous)","B2K Presents You Got Served Soundtrack","B2K,Fabolous",2000,221426,29,spotify:user:,2012-03-05T09:53:38Z,"boy band,contemporary r&b,dance pop,hip hop,hip pop,pop rap,r&b,urban contemporary,gangster rap,rap,trap",0.813,0.623,4,-5.012,1,0.162,0.0244,0.000576,0.14,0.809,96.023,4
0V3FPv1CNCtZoqjYfScRoU,"1wvlC6NwleHt1iRD6d5X2C,2RUW6D53228zMHAXjaQI8f","Oh Yeah","Broken Silence","Foxy Brown,Spragga Benz",2001-01-01,260826,0,spotify:user:,2012-03-05T09:57:29Z,"east coast hip hop,hip hop,hip pop,pop rap,r&b,rap,dancehall,old school dancehall",0.696,0.697,10,-7.056,0,0.306,0.0052,0.00000246,0.0614,0.762,85.182,4
5ltdcgEflWut0osW0ZzLhM,"4VmEWwd8y9MCLwexFMdpwt,7xTKLpo7UCzXSnlH7fOIoM","Da Rockwilder","Blackout!","Method Man,Redman",1999-09-28,136093,0,spotify:user:,2012-03-05T09:58:22Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,southern hip hop,new jersey rap,wu fam",0.612,0.659,6,-6.995,0,0.406,0.0137,0,0.417,0.393,99.137,4
4ykIW49ZO7UnmKbancsDIV,"4VmEWwd8y9MCLwexFMdpwt,7xTKLpo7UCzXSnlH7fOIoM","Part II","How High (Original Motion Picture Soundtrack)","Method Man,Redman",2001-01-01,244600,0,spotify:user:,2012-03-05T09:59:09Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap,southern hip hop,new jersey rap,wu fam",0.775,0.837,10,-4.965,0,0.39,0.0383,0,0.315,0.807,95.86,4
